cluster_name,pain_type,company_count,ba_ratio,urgency_high_pct,avg_stage_heat,heat_score
C5 家族外銷,"需求梳理困難, 製造管理流程改善, 簽核流程改善, 系統整合",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,電腦主機壞掉，資料救援也救不回訂單資料,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"客服服務品質不一, 客服電話難打, 電話聯繫不上, 聯繫方式不便",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,客戶需求不符與內部決策複雜,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"電子表單自動化需求, 跨國多據點管理, ERP系統整合, 權限管理, 效率低下",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"內部部門動作緩慢, 窗口不熟悉狀況, 客製帳款未付導致收回風險, 付款條件談判, 範疇確認困難, 關鍵人物時間難喬, 項目退訂, 贈送服務要求, 費用與範疇不明確",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,內部資源不足 (時間),1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"內部討論停滯, 老闆對AI應用無想法, 客戶忙碌/盤點",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,電子發票帳務問題與系統穩定性,1,1.0,0.0,5.0,0.5118212065237959
C6 外資貿易,設備故障/老化,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"關鍵人員資訊壟斷, 潛在需求不明顯",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"ERP系統問題導致派班中心異常, ERP錯誤訊息導致辦公軟體關閉",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,客戶疑慮與技術問題,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,客戶無需求/已有解決方案,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"內部決策延遲, 外部條件依賴, 無法聯繫",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,需求變動,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,客戶無感/忙碌/系統異常,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"關稅衝擊, 投資計劃暫停, 訂單減少, 數位化重視低, 缺乏領導者, 董事長參與意願低, 業績不佳, 產業衝擊, 疫情導致計畫延期",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"無規劃, 婉拒資訊, 溝通阻礙",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"無迫切需求, 填寫意願低/資料錯誤, 需求變更",1,1.0,0.0,5.0,0.5118212065237959
C6 外資貿易,"['已選商/競爭者領先', '聯繫困難/門禁森嚴']",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,過去導入經驗不佳;現有系統功能足夠;使用人數少,1,1.0,0.0,6.0,0.5118212065237959
C6 外資貿易,"['產品不合適', '維修人員無法打單據', '維修複雜性高', '新進人員SOP訓練需求']",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"客戶服務問題, 產品價值認知不足",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"價格太高, 無系統需求, 預算不足, 對系統效益不了解, 人工管理效率低",1,1.0,0.0,5.0,0.5118212065237959
C6 外資貿易,內部協作與流程問題,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,人工庫存管理效率低; 系統相容性/穩定性擔憂,1,1.0,0.0,5.0,0.5118212065237959
C6 外資貿易,多語言翻譯需求已內部解決，現有系統滿意,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"人員異動, 聯繫不暢, 資訊斷層",1,1.0,0.0,5.0,0.5118212065237959
C6 外資貿易,客戶無立即系統需求,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"人員異動, 結帳效率問題",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,客戶已無資安需求,1,1.0,0.0,6.0,0.5118212065237959
C6 外資貿易,專案暫緩/已有替代方案/聯絡困難,1,1.0,0.0,5.0,0.5118212065237959
C6 外資貿易,"無法聯繫到關鍵窗口/決策者, 公司決定不換ERP",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,缺乏急迫性評估,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,客戶已有系統; 優惠時間不足; 價格競爭,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,客戶已採購競品,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,客戶對研討會無興趣，但對ISO課程有興趣；ERP系統複雜，同仁不練習，老闆娘不操作，無重啟意願；老闆娘不便見面，拒絕協助，人手不足，僅使用訂單功能,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,客戶不接電話/掛斷/時間不便,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,總經理行程衝突/休假,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"婉拒資料接收, 無法聯繫到關鍵人物, 系統資訊不明, 聯繫方式失效",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,人員依賴/溝通阻礙,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,客戶無需求; 聯絡障礙,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,內部溝通與流程問題,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"合約調整與審核, 付款條件",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"建檔問題, 缺乏變革動力, 現有作業簡單",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"費用預算限制, 內部問題不明確, 暫無需求",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,成本結算流程問題,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"負責人時間衝突/不在公司, 客戶現有系統穩定無更換需求",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,前端系統未整合導致進出貨受阻; 習慣舊模式不願更新，擔心管理過細需增聘人手; 電腦硬體環境不一致 (XP/WIN10); 系統不支援MAC，缺乏WEB版; 系統無對外網路連線,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,列印問題; 聯繫阻礙,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,客戶無暇/窗口難尋/需案例證明,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,客戶溝通阻礙,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,採購需求,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,系統選型困難; 支付條款調整,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,客戶時間不足/不願深入溝通,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"系統老舊,人員缺席",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"主機故障, 電源供應器問題, 客戶態度冷淡, 潛在問題未浮現, 老闆認為ERP使用沒問題, 生產段未使用系統, 人員不熟悉系統, 人員忙碌無暇處理系統, MA效益疑慮",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,內部轉換意願低落,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,客戶聯繫與需求不明確/現有方案滿意,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"內部組織異動, 職務調整, 內部整併, 工廠趕貨, 廠內大改, 訂單塞車, 國外交期拉長, 海運中斷",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,客戶方人員不在,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,內部無共識; 溝通落差; 決策者未回應; 無法接觸決策者,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,舊有ERP系統功能不符銷售型態與庫存管理需求；資安建置觀望；PAL系統客製化需求,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,內部問題與客戶優化需求,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,股東健康問題導致資金壓力,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,效率慢的問題,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,已有系統/無需求;疫情延宕/負責單位變動;多方比較/決策流程長,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"['業務資料管理混亂', '客戶時間不便', '預算不符']",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"價格過高, 競爭對手推薦, 老闆決策風險",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"無需求, 已解決, 評估暫緩",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,既有SI/內部開發; 需求已滿足; 預算考量,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"現有系統限制/不符需求, 資訊不透明/客戶抗拒拜訪",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"客戶資金問題, 內部事務繁忙",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"客戶忙碌, 已有合作廠商, 客戶行程繁忙",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"時間不足, ERP使用不深入, ERP問題少",1,1.0,0.0,6.0,0.5118212065237959
C0 微型內銷,"需求不符, 資訊不明",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"傳統經營模式, 無系統, 聯繫困難",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,客戶已有業務持續經營; 客戶不信賴電腦/怕電腦壞掉; 客戶認為公司小不需要複雜功能; 客戶使用現有系統覺得還好,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"系統功能缺口, 流程串接不完整, 專案管理效率低落, 客訴處理",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,暫不考慮重新評估,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"系統效能問題, 客服響應慢, 系統問題",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,研發圖檔電子簽核與版本版次記錄需求未被滿足,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"硬體問題, 主機損壞, 維修費用爭議, 客戶關係緊張",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"系統故障, 疫情影響, 訂單量減少",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,競品導入/已滿足需求,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,帳款支付問題/客戶服務問題,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,人員不在/休假/新進人員不熟悉,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,客戶對系統需求不熟; 預算考量,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,客戶對現有系統滿意且無評估新系統意願,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"競爭者報價, 建照時程壓力, 系統串接問題",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"人力不足, 時間不足",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"競爭者報價偏低, 競爭者系統無法整合, 客戶決策者不在, 競爭者評估中",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,主管過濾; 總機不熟悉系統; 採購會議中; 客戶使用EXCEL; 不使用系統; 主管出差; 不確定系統需求,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"不發料問題, 溝通阻礙",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"['系統功能不足', '人工採購問題', '庫存不準確', '進料未點貨']",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"系統/硬體老舊, 缺工壓力, 資安風險",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"導入困難, 不願換系統, 沒時間, 暫時無法聯繫, 生產問題, 趕訂單, 內部資源緊張",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"['客戶認為流程單純無需求', '聯繫困難', '產品認知混淆', '競爭對手混淆']",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"['分機無人接聽', '客戶不清楚ERP廠商身份', '協理固執難溝通', '凌越系統無編碼無法導入', '人工難以追查廠內及委外託工進度']",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"['PDA刷站程式邏輯問題', '客戶需要客製報價及教學', '客戶忙碌無法聯繫']",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,客戶審核時間不足,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,SFT問題,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,系統操作問題/合約問題,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,系統問題; 服務不佳; 費用考量; 系統重啟; 流程不熟; 資料匯入需求,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,SAP不符合需求,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,ERP模組未完全上線; 對新技術（chatfile）無需求; 導入客戶端訂單系統; 流程討論與架設,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,決策者不在/客製化需求,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,系統使用體驗不佳,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,系統功能不足 (生管),1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,客戶不願直接提供窗口資料,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,QR Code中文亂碼問題,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"MA續簽保留態度, 系統問題 (報表批次變單次), 人員變動頻繁, 手開發票效率問題 (潛在電子發票需求)",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,系統導入不順/太複雜/內部工程師忙碌,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,HR單位現況問題; 年度維護合約事項,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,客戶不認同方案,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,ERP SQL問題; 客戶自行解決問題,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,已有系統/競品系統，無需求,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"已選擇友商, 無法拜訪",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,BPM問題沒MA需要處理,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,市場不確定性 / 內部決策流程,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"市場走弱, 客戶需求不明確, 內部營運問題, 系統效益未發揮",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"成本問題, 系統問題",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,ACP問題; 資訊管理概念落差; 生產製造管理與物料庫存仍使用Excel,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,客戶不續簽意願,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,排程人工作業；生產流程未系統化,1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,需求不符/流程阻礙,1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,資料備份需求; 系統無升級意願,1,1.0,0.0,5.0,0.5118212065237959
C4 品牌驅動,資安意識低落，缺乏事前預防計劃,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"決策者難以接觸, 現有系統滿足需求, 新技術接受度低",1,1.0,0.0,5.0,0.5118212065237959
C4 品牌驅動,財務與合約流程問題,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"操作流程問題, 系統使用體驗不佳, 導入阻礙, 系統功能異常",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"收費爭議, 軟體安裝問題",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,專案分期，第一期已被他廠佔用,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"數據健診需求, 系統郵件錯誤, 現有系統適用性不足",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,文件處理與協調,1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,缺乏升級意願/需求,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,客戶現有系統問題與時間限制,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"客戶不清楚系統評估事情, 關鍵決策者出差, 預算不足",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,派班中心問題,1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,"簽核流程延遲, 主管不配合, 會議衝突, 資訊不對稱",1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,"營運狀況問題, 預算問題, 缺乏MIS系統",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"既有系統/廠商阻礙, 資訊化意願低, 無更換需求",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,時程延遲/聯絡不便,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"會計系統缺乏/效率低落, 預算/決策流程阻礙, 現有系統維護到期, 技術安裝問題",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"服務態度不佳, 軟硬體責任不清, 報價過高, 工程延期",1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,時程衝突; 合約到期; 既有廠商,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"業務交接無系統查詢客戶資料, CRM與AI結合不足, 業務上手慢, CRM應用問題, 泰國廠管理與供應鏈問題, 關稅影響成本, PDA設備問題",1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,方案不適用/模組不適合導入,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,業務規模小，固定客戶為主，CRM維修管理需求不迫切,1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,"採購流程限制, 缺乏工程業AI解決方案, 考勤系統問題",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"外部環境限制, 預算限制",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"聯絡無效, 聯絡人離職, 客戶拒絕聯繫",1,1.0,0.0,5.0,0.5118212065237959
C4 品牌驅動,微軟授權問題,1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,客製問題,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,聯絡困難/資訊不對稱/客戶觀望,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"溝通障礙, 內部決策緩慢",1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,客戶無興趣/難以聯繫,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"流程不完善, 資料不準確, 成本核算問題, 應收帳款時間差",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,ERP系統問題 (資料遺失/憑證刪除),1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"報表異常, 報表產出時間過長, 硬體效能不足, 系統設計問題",1,1.0,0.0,5.0,0.5118212065237959
C4 品牌驅動,客戶無法參加活動; 內部尚未討論是否進行版更; 未簽立MA導致無法獲得BI語意層相關課程,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,溝通問題; 費用問題; 聯繫困難,1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,客戶對補助案規則不清楚；客戶不熟悉產品設定,1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,客戶對現有系統滿意且無急迫升級或汰換需求，資安加強需求不明顯,1,1.0,0.0,5.0,0.5118212065237959
C4 品牌驅動,客戶不願深入溝通或拖延,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,潛在客戶需求不明確或已滿足,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"無困擾, 婉拒資訊, 已有配合系統, 剛導入, 已選擇友商, 無其他優化需求",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,無導入系統需求/拒絕溝通,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,無急迫需求; 評估動機不純; 潛在回扣問題,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"無法接觸關鍵人, 客戶無需求, 原廠商合作穩定, 客戶近期已換系統, 關鍵人離職",1,1.0,0.0,5.0,0.5118212065237959
C4 品牌驅動,安裝問題/移機問題,1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,報表資料整理耗時且效率低落,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,無法聯繫到關鍵決策者/主管,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"無系統, 僅需財務總帳, 跨國使用一套系統",1,1.0,0.0,5.0,0.5118212065237959
C4 品牌驅動,"內部混亂, 財務長保守, 團隊未建立, 主機損壞",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"營運問題, 地址資訊錯誤, 外部合作阻礙",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"物流問題, PDA問題, 客訴處理, PDA異常問題, 副廠長抱怨, 未結案件",1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,"人手不足, 財務不到位",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,現有管理方式足夠，對資料和活動不感興趣,1,1.0,0.0,5.0,0.5118212065237959
C4 品牌驅動,MA即將到期,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,現有系統/關係阻礙; 決策流程複雜,1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,ERP系統故障,1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,ERP問題協助,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"現有系統功能不足, 內部資訊不透明",1,1.0,0.0,6.0,0.5118212065237959
C4 品牌驅動,EGO用況良好，暫無需求；品牌排斥,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"現有系統足夠/無明顯痛點, 紙本作業, 資訊傳遞不暢/決策者不在",1,1.0,0.0,6.0,0.5118212065237959
C2 大型外商,"資料不一致, 系統限制, 內部流程瓶頸",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"研討會無感, 客服已能解決問題, 無時間參與研討會, 現有系統運作良好, 決策者非直接聯繫人",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,硬體設備問題,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"程式修改問題, 競爭者比較",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"窗口阻礙, 方案認可度低, 競爭壓力",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"等待外部資料, 內部流程受阻, 外部環境影響",1,1.0,0.0,6.0,0.5118212065237959
C2 大型外商,"系統升級需求, 權限控管與內稽內控, 程式碼客製與支援問題",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"系統問題, 出貨問題, 客戶問題",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"系統問題, 客服流程問題, 續約問題",1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"ERP系統故障, ERP無法登入",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"系統導入失敗經驗, 內部人員安排未定, 高層決策延遲",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,系統導入暫緩,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"系統整合問題, 資訊孤島, 重工",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,系統整合複雜度高/時間衝突,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,ERP版更問題,1,1.0,0.0,6.0,0.5118212065237959
C2 大型外商,業務模式不符,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"系統未啟用, 人員異動, 設備問題",1,1.0,0.0,6.0,0.5118212065237959
C2 大型外商,"效益不明, 成本過高",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,系統決策未定,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"系統無法立即使用, 庫存盤點耗時, 客戶不願為折扣草率決定, 客戶內部尚未討論",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,系統版本過舊導致法令更新問題; 顧問輔導需求,1,1.0,0.0,6.0,0.5118212065237959
C2 大型外商,專案進度與報價問題,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,客戶缺乏系統規劃需求；關鍵聯絡人離職；業務類型不符；負責人員外出,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"系統老舊, 沒有MA",1,1.0,0.0,6.0,0.5118212065237959
C2 大型外商,內部流程/系統適應問題,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,系統與數據問題,1,1.0,0.0,6.0,0.5118212065237959
C2 大型外商,內部協調延遲,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"系統轉換不適應, 員工學習壓力, 上線時程壓力, 額外費用疑慮, PM人員變動",1,1.0,0.0,6.0,0.5118212065237959
C2 大型外商,"人工重複確認合格單, 品管手工備註, Excel紀錄, 訂單客製化管理複雜",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,系統運作問題,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,缺乏強制要求，維持現狀,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"缺乏明確需求/痛點, 內部協調問題, 外部時間壓力(報稅), 工程成本進度管理困擾(Excel)",1,1.0,0.0,5.0,0.5118212065237959
C2 大型外商,Operational Obstacle,1,1.0,0.0,6.0,0.5118212065237959
C1 標準內銷,"預算限制, 時間衝突, 客戶立案問題, 系統版更問題",1,1.0,0.0,6.0,0.5118212065237959
